nin_pmjay,type,address,latitude,longitude,contact,mobile,categoryno,name,pincode,district,state,categoryname,block,city
HOSP9P02353,Paid,7 Shakti Nagar,"28.374429999844665","79.45432000006798",Dr Vivek Mishra,"7088780777","2",Shrinath Medicity,"243006",BAREILLY,UTTAR PRADESH,Private PMJAY,,
HOSP9P01548,Paid,Pilibhit Bye Pass Road Suresh Sharma Nagar Bareilly,"28.381179999957055","79.45446000022889",Kamlesh Kumar,"581252571","2",Kopal Hospital,"243006",BAREILLY,UTTAR PRADESH,Private PMJAY,,
HOSP9P05848,Paid,03 Shakti Nagar Near Rohilkhand University Pilibhit Baypass Road,"28.374180000007073","79.45450000027483",Deep Tiwari,"9311198889","2",Glean Cancer Centre And Multi Superspecility Hospital,"243006",BAREILLY,UTTAR PRADESH,Private PMJAY,,
HOSP9P59853,Paid,"Sai Eye Care Hospital, Sanjay Nagar Tiraha","28.382840000065983","79.45469000004351",Suresh Gangwar,"9528372161","2",Sai Eye Care Centre,"243005",BAREILLY,UTTAR PRADESH,Private PMJAY,,
HOSP9P112796,Paid,Prasad Hospital 100 Futa Road Pilibhit Bypass,"28.387000000349815","79.45483999976625",Sudhir Kumar Pandey,"8218585528","2",Prasad Hospital,"243122",BAREILLY,UTTAR PRADESH,Private PMJAY,,
HOSP9P121100,Paid,100 Fita Tiraha Pilibhit Bye Pass Road,"28.38653000025937","79.45489999983516",Dr Rehan,"8057460786","2",Sunrise Hospital,"243005",BAREILLY,UTTAR PRADESH,Private PMJAY,,
HOSP9P01026,Paid,"Bannuwal Nagar, Opposite Silver Estate, Pilibhit Bypass Road, Bareilly","28.391609999801688","79.45489999983516",Dr Harbans Singh,"9837032297","2",Shaheed Bhagat Singh Eye Hospital,"243006",BAREILLY,UTTAR PRADESH,Private PMJAY,,
HOSP9P119292,Paid,Bannuwal Nagar Colony Pilibhit By Pass Road,"28.38992999966979","79.45512999964984",Dr Sumit Jeena,"9997269292","2",Sumit Varsha Hospital,"243006",BAREILLY,UTTAR PRADESH,Private PMJAY,,
HOSP9P114611,Paid,Bannuwal Nagar Opp Silver Estate Pilibhit Bypass,"28.390980000426737","79.45514000011099",Dr Shraddha Maheshwari,"9627707399","2",Maheshwari Hospital,"243006",BAREILLY,UTTAR PRADESH,Private PMJAY,,
HOSP9P118822,Paid,Opp Mahanagar Colony Pilibhit Bypass Road Bareilly,"28.392679999682287","79.45567000027035",Yogendra Singh,"8791999197","2",Ahichhatra Apex Multi Super Speciality Hospital,"243122",BAREILLY,UTTAR PRADESH,Private PMJAY,,
HOSP9P08544,Paid,Silver Estate Gate Near Mahanagar Pilipheet Bypass Road,"28.39023999957635","79.45596000015394",Dr Aman Agarwal,"9634598277","2",Aman Care Center,"243006",BAREILLY,UTTAR PRADESH,Private PMJAY,,
HOSP9P112725,Paid,"Lic Colony Turn, Near Dainik Jagran Press Pilibhit Bypass Road","28.399759999724267","79.45614999992262",Abhay Gangwar,"8439333313","2",Sambhav Hospital,"243122",BAREILLY,UTTAR PRADESH,Private PMJAY,,
HOSP9P00844,Paid,"Opp Suresh Sharma Nagar, Pilibhit Bypass Road","28.38064000023587","79.46224000017594",Dr Faiz Shamsi,"8171790347","2",Rohilkhand Medical College And Hospital,"243006",BAREILLY,UTTAR PRADESH,Private PMJAY,,
HOSP9P02250,Paid,"Bisalpur Road, Bareilly","28.36268000028184","79.462900000035",Sandeep Singh,"9634647075","2",S R Critical Care Hospital And Truma Centre,"243006",BAREILLY,UTTAR PRADESH,Private PMJAY,,
HOSP9P121288,Paid,103 Shiv Garden Colony Dohra Road Bareilly,"28.37647000039027","79.46392999986966",Shailendra Singh,"9412578300","2",S P Sanjeevani Hospital,"243005",BAREILLY,UTTAR PRADESH,Private PMJAY,,
,Paid,73-A,"13.628560000343782","79.46433999989114",DrMOHAMMAD SHAREEF SHAIK,"7093028955","2",Narayanadri Hospital and Research institute private limited,"517506",CHITTOOR,ANDHRA PRADESH,Private PMJAY,,
HOSP9P05121,Paid,"93/4,Harunagla Bisalpur Road","28.36079999992012","79.4684699996908",Dr Amit Rathore,"7830690364","2",Ganga Jyoti Eye Hospital,"243001",BAREILLY,UTTAR PRADESH,Private PMJAY,,
HOSP9P01665,Paid,Vill Panwar,"25.428660000258844","79.47320000017993",Ankit Jaiswal,"9598050248","2",Vatsalya Hospital Gohania,"212107",MAHOBA,UTTAR PRADESH,Private PMJAY,,
HOSP9P102098,Paid,"Near Medical College, Kalpi Road, Orai","26.004870000050516","79.47345000001752",Sanjeev Singh,"7052624194","2",Kanha Multi Specialty Hospital & Research Centre Pvt Ltd,"285001",JALAUN,UTTAR PRADESH,Private PMJAY,,
,Paid,"SUMATHI HOSPITAL,VILLUPURAM TN.","11.938680000082002","79.4791399998112",Dr. Bernardraj.P,"9443362772","2","SUMATHI HOSPITAL,VILLUPURAM TN.","605602",VILLUPURAM,TAMIL NADU,Private PMJAY,,
,Paid,"E.S.HOSPITAL,VILLUPURAM TN.","11.936540000320804","79.48504999985767",Dr.Saravanan,"9443147949","2","E.S.HOSPITAL,VILLUPURAM TN.","605602",VILLUPURAM,TAMIL NADU,Private PMJAY,,
,Paid,"DR. AGARWALS EYE HOSPITAL,VILLUPURAM TN.","11.939282432538278","79.48609098401175",Mr. Shiva,"9445007826","2","DR. AGARWALS EYE HOSPITAL,VILLUPURAM TN.","605602",VILLUPURAM,TAMIL NADU,Private PMJAY,,
,Paid,"E S NURSING COLLEGE HOSPITAL, VILLUPURAM TN.","11.945290500056558","79.48867499975148","Dr.S.Saravanan.,Md","9443147949","2","E S NURSING COLLEGE HOSPITAL, VILLUPURAM TN.","605602",VILLUPURAM,TAMIL NADU,Private PMJAY,,
,Paid,"SRI BHARANI HOSPITAL, VILLUPURAM TN.","11.939994446486537","79.48905857948989",Dr.Thirumavalavan,"9443043452","2","SRI BHARANI HOSPITAL, VILLUPURAM TN.","605602",VILLUPURAM,TAMIL NADU,Private PMJAY,,
,Paid,"MARAGADAM HOSPITAL, NEHRUJI ROAD, VILLUPURAM TN.","11.941158500164704","79.49571380005187","Dr. Thiyagarajan., Ms., Mch., Uro","9443234056","2","MARAGADAM HOSPITAL, NEHRUJI ROAD, VILLUPURAM TN.","605602",VILLUPURAM,TAMIL NADU,Private PMJAY,,
HOSP9P111721,Paid,Vill Faridpur Phaphund Road Auraiya,"26.486390000298343","79.50095000014244",Dr Deepak Yadav,"7974154869","2",Shri Gulab Singh,"206122",AURAIYA,UTTAR PRADESH,Private PMJAY,,
HOSP5P84529,Paid,"Kishore Hospital, Bareilly Bye Pass Road, Kichha","28.912860000288845","79.50284999962781",A S Sandhu,"9837826449","2",Kishore Hospital,"263148",UDHAM SINGH NAGAR,UTTARAKHAND,Private PMJAY,,
HOSP9P05279,Paid,Bisalpur Road Near Bank Of Baroda,"28.395110000226396","79.50413000019938",Vinod Rathore,"7500554565","2",Shri Bhola Nath Global Hospital,"243006",BAREILLY,UTTAR PRADESH,Private PMJAY,,
HOSP5P03951,Paid,"Agarwal Bhawan ,Near M.B.P.G College , Nainital Road, Haldwani","29.218259999599354","79.51298000002703",Mahesh Sharma,"8979570088","2",Rahi Care Pvt Ltd,"263139",NANITAL,UTTARAKHAND,Private PMJAY,,
HOSP5P12007,Paid,"New Iti Road, Near Dr Susheela Tiwari Govt Hospital, Haldwani Dist - Nainital","29.20610999957688","79.5162099996918",Richa,"7534818002","2",Neelkanth Multispecialty Hospital Haldwani,"263139",NANITAL,UTTARAKHAND,Private PMJAY,,
HOSP9P101827,Paid,Dibiyapur Road Auraiya,"26.468179999607344","79.51686999955092",Amit Kumar Garg,"9307902504","2",Garg Nursing Home,"206122",AURAIYA,UTTAR PRADESH,Private PMJAY,,
HOSP5P02194,Paid,Teenpani Bareilly Road Haldwani,"29.17830000044472","79.52022999981472",Abhishek Tiwari,"9837350453","2",City Hospital And Research Centre,"263139",NANITAL,UTTARAKHAND,Private PMJAY,,
HOSP5P15998,Paid,Jagdamba Nagar,"29.230680000381767","79.52701000041122",Samoj Bahuguna,"8191018585","2",Smt Usha Bahuguna Alpha Health Institute Of Cardiology And Multispecialty Servi*,"263139",NANITAL,UTTARAKHAND,Private PMJAY,,
HOSP5P01887,Paid,"Eye Q Super Speciality Eye Hospital, 8/6 Bhotia Padao Nanital Road, Haldwani","29.234389999698806","79.52898999998854",Sushant Rai,"9999244049","2",Eye Q Vision Pvt Ltd,"263139",NANITAL,UTTARAKHAND,Private PMJAY,,
HOSP5P02810,Paid,"Canal Road, Tikonia, Opposit Durga City Center","29.22773999970127","79.52964999984766",Sanjiv Pandey,"9917954901","2",Vedanta Netralya Llp,"263139",NANITAL,UTTARAKHAND,Private PMJAY,,
HOSP5P26920,Paid,"Durga City Centre, Near Mb Degree College","29.229410000271344","79.5299500001924",Geeta Patwal,"7088998333","2",Drishti Centre For Advanced Eye Care,"263139",NANITAL,UTTARAKHAND,Private PMJAY,,
HOSP5P02702,Paid,Near Saurabh Hotel Avas Vikas Road,"29.234750000112456","79.53290000043472",Miss Taranpreet Kaur,"9917466072","2",Bombay Hospital And Research Centre,"263139",NANITAL,UTTARAKHAND,Private PMJAY,,
,Paid,"19378","15.129999999900122","79.54300000034982",DR MUPPA PERAIAH,"7075809780","2",MUPPA ROSAIAH HOSPITAL,"523105",PRAKASAM,ANDHRA PRADESH,Private PMJAY,,
HOSP23P116648,Paid,Behind Dal Sagar Talab Bhagat Singh Ward Seoni 480661,"22.09033999969131","79.54469999960537",dr sunil agrawal,"9425426545","2",Jindal Hospital Diagnostics And Research Center Seoni,"480661",SEONI,MADHYA PRADESH,Private PMJAY,,
,Paid,"Peacock  Hospital Pvt Ltd ,Tiruvallur TN.","13.167278200428655","79.54560969982782",Moorthy Guru,"7708840808","2","Peacock  Hospital Pvt Ltd ,Tiruvallur TN.","631209",TIRUVALLUR,TAMIL NADU,Private PMJAY,,
HOSP9P01423,Paid,"Phaphund Road Opp. Ntpc Gate No.1, Dibiyapur, Auraiya","26.628969999565868","79.54943999965633",Dr Brijesh Kumar,"9359943400","2",Krishna Medical Centre,"206244",AURAIYA,UTTAR PRADESH,Private PMJAY,,
,Paid,"Jyoshna Hospital, Cuddalore,TN.","11.770142166228027","79.55028529762842",Dr Balamurugan,"9894435581","2","Jyoshna Hospital, Cuddalore,TN.","607106",CUDDALORE,TAMIL NADU,Private PMJAY,,
HOSP9P06116,Paid,"Brijrani Hospital ,Aundera Road Rath Distt Hamirpur (U.P.)","25.602130000399256","79.56595999975423",Dhan Pat Singh,"9415974147","2",Brijrani Hospital Rath,"210431",HAMIRPUR,UTTAR PRADESH,Private PMJAY,,
HOSP36P119771,Paid,6-2-103 Kakaji Nagar Hanamkonda Warangal,"18.005480000101954","79.56880999988164",Ms Anuradha,"9550475562","2",Veena Medicares,"506001",WARANGAL,TELANGANA,Private PMJAY,,
HOSP9P58192,Paid,"Bhaupur Bewar Road Fatehgarh Farrukhabad , U.P.","27.357140000410766","79.56952999980967",Dr Sunita Yadav,"9839725973","2",Shri Babu Singh Jay Singh Hospital,"209602",FARRUKHABAD,UTTAR PRADESH,Private PMJAY,,
HOSP36P115287,Paid,"7-3-94, Machili Bazar, Hanamkonda, Warangal - 506011","18.0021999999301","79.57287999961233",DR.ARAVIND,"9989165957","2",Prashanthi Hospital,"506001",WARANGAL,TELANGANA,Private PMJAY,,
HOSP23P30040,Paid,Christian Hospital Chhatarpur,"24.95504999965783","79.5895999999401",Dr Tony bishwas,"9140086814","2",Bethesda Hospital Society,"471001",CHHATARPUR,MADHYA PRADESH,Private PMJAY,,
HOSP9P01214,Paid,"1/53,Avas Vikas Tiraha Rd near Indian oil, LIC Officers Colony ,Farrukhabad , U.P.","27.3796600002089","79.59871000006649",Satish Kumar,"9935062250","2",Maya Hospital,"209625",FARRUKHABAD,UTTAR PRADESH,Private PMJAY,,
HOSP9P01144,Paid,"5C / A-22 Awas Vikas ,Farrukhabad , U.P.","27.379890000023522","79.59922999976476",Vipin Prakash Singh,"9453975763","2",The Care Hospital,"209625",FARRUKHABAD,UTTAR PRADESH,Private PMJAY,,
HOSP9P59611,Paid,Lohiya Puram Avas Vikas Farrukhabad,"27.379890000023522","79.59922999976476",Dr Rahul Tiwari,"9455722333","2",Tiwari Multispeciality Hospital,"209625",FARRUKHABAD,UTTAR PRADESH,Private PMJAY,,
HOSP9P01123,Paid,"6B/130 , Awas Vikas, farrukhabad","27.383219999803202","79.60211999993811",Rajat Goel,"7408076666","2",Divine Ent Laser Centre,"209625",FARRUKHABAD,UTTAR PRADESH,Private PMJAY,,
,Paid,"Navajeevan MedicalFoundation PVT LTD,Tiruvarur TN.","10.779974000200014","79.60989299956236",Dr.G.Karthiyeyan,"9443710578","2","Navajeevan MedicalFoundation PVT LTD,Tiruvarur TN.","610004",THIRUVARUR,TAMIL NADU,Private PMJAY,,
,Paid,"Sugam Hospital, Kancheepuram TN.","12.874688100275648","79.61963059967252",Dr.Sengutuvan,"8939392392","2","Sugam Hospital, Kancheepuram TN.","600044",KANCHIPURAM,TAMIL NADU,Private PMJAY,,
HOSP9P03514,Paid,"Rakha Chauraha Fatehgarh , farrukhabad","27.353849999777708","79.62003000028432",Vimal Kumar Yadav,"9415432227","2",Kp Singh Hospital,"209601",FARRUKHABAD,UTTAR PRADESH,Private PMJAY,,
HOSP9P52367,Paid,Nagla Deena Bholepur Fatehgarh,"27.371310000056496","79.62120000027983",Dr Rakesh Kumar Tiwari,"9415146048","2",Tiwari Nursing Home,"209601",FARRUKHABAD,UTTAR PRADESH,Private PMJAY,,
HOSP9P07026,Paid,"1/139, Talayalane, Fatehgarh, Farrukhabad , U.P.","27.367289999933575","79.6221399995614",Vijay Mohan Das,"9415146418","2",Das Nursing Home Pvt Ltd,"209601",FARRUKHABAD,UTTAR PRADESH,Private PMJAY,,
,Paid,2/145,"14.625600000339773","79.62275299995105",DrDEREDDY MAHESWARA REDDY,"8333814879","2",ABHIRAM INSTITUTE OF MEDICAL SCIENCES,"524322",NELLORE,ANDHRA PRADESH,Private PMJAY,,
HOSP9P02850,Paid,"Granganj Near District Jail Chauraha Fatehgarh Farrukhabad , U.P.","27.353900000284852","79.6252799995724",Nayab Husain,"9336183604","2",Sm Hospital,"209601",FARRUKHABAD,UTTAR PRADESH,Private PMJAY,,
HOSP9P02320,Paid,"Dist Jail Chaurah Kanpur Road ,farrukhabad","27.35374000010097","79.62551999984817",Raghvendra Agnihotri,"8423715254","2",Life Line Hospital,"209601",FARRUKHABAD,UTTAR PRADESH,Private PMJAY,,
HOSP34P00482,Paid,"Kalitheerthal Kuppam, Madagadipet","11.921489999663777","79.6280299995849",DR.M.SENTHIL,"9443879045","2",Sri Manakula Vinayagar Medical College And Hospital,"605107",VILLUPURAM,TAMIL NADU,Private PMJAY,,
,Paid,"Thiruvarur Medical Centre, Thiruvarur TN.","10.774885000242591","79.62809099969991",Dr.J.Gopalakrishnan,"8754036913","2","Thiruvarur Medical Centre, Thiruvarur TN.","610001",THIRUVARUR,TAMIL NADU,Private PMJAY,,
,Paid,"Lakshana Hospital,Thiruvarur TN.","10.775514999617599","79.62873199958216",Dr.K.Shanmugam,"9842436919","2","Lakshana Hospital,Thiruvarur TN.","610001",THIRUVARUR,TAMIL NADU,Private PMJAY,,
HOSP9P02472,Paid,Maya Hospital Bijoriya Station Road Nawabganj Bareilly Up,"28.53962000036279","79.62900999981167",Dr Ashutosh Gangwar,"9557057159","2",Maya Hospital,"262406",BAREILLY,UTTAR PRADESH,Private PMJAY,,
HOSP9P02366,Paid,"Near State Bank, Nawabganj (Bareilly)","28.537659999909124","79.63095999980419",Pawan Kumar Sharma,"9412288990","2",Arya Hospital,"262406",BAREILLY,UTTAR PRADESH,Private PMJAY,,
HOSP9P49070,Paid,"Village Lashkarpur , Chamarikhera","27.8365299995599","79.631960000054",Dr Anand Vardhan,"9837260718","2",Dr Ramji Narain Rural Dedical Centre,"247662",SHAHJAHANPUR,UTTAR PRADESH,Private PMJAY,,
HOSP9P05010,Paid,"Nh-24, Anwarpur,","28.07337999968729","79.63458000036678",L Rubavathy,"8057153994","2",Saraswathi Institute Of Medical Sciences,"245304",BAREILLY,UTTAR PRADESH,Private PMJAY,,
HOSP9P00658,Paid,Naya Pull By Pass Road Nawabganj Bareilly Up,"28.539609999901643","79.63567999983218",Anil Kumar,"9639173730","2",Leelawati General Hospital Naya Pull By Pass Road Nawabganj Bareilly,"262406",BAREILLY,UTTAR PRADESH,Private PMJAY,,
,Paid,"Arun Medical Centre,Thiruvarur TN.","10.777011000257517","79.63673399987425",Dr.A.P.Arumugapandiyan,"9443240579","2","Arun Medical Centre,Thiruvarur TN.","610002",THIRUVARUR,TAMIL NADU,Private PMJAY,,
HOSP27P78947,Paid,BEHIND INDRALOK SUBHAGRUHA VIDYA NAGAR,"21.157940000230894","79.64000999986166",DR PRIYANKA Y NAKADE,"9422348225","2",NAKADE NURSING HOME,"441904",BHANDARA,MAHARASHTRA,Private PMJAY,,
HOSP27P78984,Paid,Takiya Ward Sai Mandir Road,"21.161439999756226","79.64758000001706",Dr.Madhukar Rangari,"9422131582","2",Rangari Nursing Home,"441904",BHANDARA,MAHARASHTRA,Private PMJAY,,
HOSP27P121815,Paid,Bhandara Bhandara,"21.1631100003263","79.64792000040774",Dr. YOGESH JIBHAKATE,"9823834910","2",Indrakshi Eye Care,"441904",BHANDARA,MAHARASHTRA,Private PMJAY,,
HOSP27P111616,Paid,"kesalwada road balaji mandir,bhandara-441904 kesalwada road balaji mandir,bhandara-441904","21.17957999991711","79.6513999999101",Dr.Ashwini Bhondekar,"9403059666","2",PES hospital and research center,"441904",BHANDARA,MAHARASHTRA,Private PMJAY,,
,Paid,"Shanthi Nursing Home,Nagapattinam TN.","11.101561000439858","79.65267300015887",Dr.Dharani,"9443311871","2","Shanthi Nursing Home,Nagapattinam TN.","609001",NAGAPATTINAM,TAMIL NADU,Private PMJAY,,
,Paid,"Arun Priya Nursing Home, Nagapattinam TN.","11.096650999743872","79.65344199964863","Dr.R.Selvam.Ms.,","9159999914","2","Arun Priya Nursing Home, Nagapattinam TN.","609001",NAGAPATTINAM,TAMIL NADU,Private PMJAY,,
,Paid,"Ram Bone And Joint Hospial,Nagapattinam TN.","11.10021332678366","79.65401343876925","Dr.V.Muthu.Mbbs.,Dortho.,","9842915060","2","Ram Bone And Joint Hospial,Nagapattinam TN.","609001",NAGAPATTINAM,TAMIL NADU,Private PMJAY,,
HOSP5P02111,Paid,Jeewan Jyoti Mall Road Near S.B.I Almora,"29.597090000103492","79.65648000035179",Tabassum Ansari,"9997005345","2",Jeewan Jyoti Hospital Almora,"263601",ALMORA,UTTARAKHAND,Private PMJAY,,
,Paid,"I Med Super Speciality Hospital, Villupuram TN.","12.219514577036136","79.65767162004926",Dr.Jayaprakash,"8072441603","2","I Med Super Speciality Hospital, Villupuram TN.","604001",VILLUPURAM,TAMIL NADU,Private PMJAY,,
,Paid,"Dr. Rela Inst. and Medical Centre,Thiruvallur TN","12.982672499736111","79.66418350036832",Mr.Shridarraman GM,"9842348885","2","Dr. Rela Inst. and Medical Centre,Thiruvallur TN","600044",VELLORE,TAMIL NADU,Private PMJAY,,
,Paid,"Tanker Foudn Dialysis,Tiruverkadu, Thiruvallur TN.","13.008045200325796","79.6743695995774",Geetha,"9600040011","2","Tanker Foudn Dialysis,Tiruverkadu, Thiruvallur TN.","600077",VELLORE,TAMIL NADU,Private PMJAY,,
HOSP9P49853,Paid,Rajpur Kanpur Dehat,"26.316679999982057","79.67502999963483",Pawan Kumar,"7310084863","2",Maa Urimila Hospital,"209115",KANPUR DEHAT,UTTAR PRADESH,Private PMJAY,,
,Paid,"Annai multi speciality,Virugambakkam,Chennai TN","13.008045200325796","79.68477450024307",Reception,"9840455366","2","Annai multi speciality,Virugambakkam,Chennai TN","600092",VELLORE,TAMIL NADU,Private PMJAY,,
,Paid,"Narbhavi Multispeciality Hospital, Kancheepuram TN","12.84001239965255","79.69393790031393",NEWLY EMPANELLED,NEWLY EMPANELLED,"2","Narbhavi Multispeciality Hospital, Kancheepuram TN","631502",KANCHIPURAM,TAMIL NADU,Private PMJAY,,
,Paid,"Sai Speed Hospitals,Arumbakkam,chennai TN.","13.008045200325796","79.69496759977494",Mr.Karthick Meiyappan,"8610850006","2","Sai Speed Hospitals,Arumbakkam,chennai TN.","600106",VELLORE,TAMIL NADU,Private PMJAY,,
,Paid,"SR ENT Clinic, Cuddalore, TN.","11.397863957955337","79.6961646396864",Dr.Shanmugam,"9842338163","2","SR ENT Clinic, Cuddalore, TN.","608001",CUDDALORE,TAMIL NADU,Private PMJAY,,
HOSP5P28198,Paid,Kichha Road Sitarganj Distt Udham Singh Nagar,"28.920680000281834","79.69969000009348",Dr Sukhvinder Singh Turna,"9837207272","2",Dr. Turna Surgical Hospital,"262405",UDHAM SINGH NAGAR,UTTARAKHAND,Private PMJAY,,
HOSP34P15339,Paid,"No:13 A,Pondy - Villupuram Main Road ,Ariyur,Puducherry","11.909029999734742","79.70020000022987",Dr.Nishanth Savery,"9894547810","2",Sri Venkateshwaraa Medical College Hospital And Research Centre,"605102",PUDUCHERRY,PUDUCHERRY,Private PMJAY,,
,Paid,"Sri Ne medical foundation, Kanchipuram TN.","12.824704899711378","79.70496780012394",DR.B.SASIKUMAR,"9842365932","2","Sri Ne medical foundation, Kanchipuram TN.","631501",KANCHIPURAM,TAMIL NADU,Private PMJAY,,
,Paid,"CSI HOSPITAL, KANCHEEPURAM TN.","12.836390999744879","79.70622900036813",DR.RAVI,"8939842612","2","CSI HOSPITAL, KANCHEEPURAM TN.","631501",KANCHIPURAM,TAMIL NADU,Private PMJAY,,
,Paid,"Sri Lakshmi Clinic Maternity Centre,chennai TN.","12.977100800361711","79.71318760002777",Dr. S. Amresh Narayan,"9952900795","2","Sri Lakshmi Clinic Maternity Centre,chennai TN.","600017",KANCHIPURAM,TAMIL NADU,Private PMJAY,,
,Paid,"VISHNU HOSPITAL , NAGAPPATTINAM TN.","11.326979000380618","79.71472800019711",Dr.P.Venkateswarlu,"9994497121","2","VISHNU HOSPITAL , NAGAPPATTINAM TN.","609102",NAGAPATTINAM,TAMIL NADU,Private PMJAY,,
,Paid,"Krishna Cancer Institute,Cuddalore,TN.","11.766510645350024","79.72102403962776",Dr.K.Krishna moorthy,"9367645566","2","Krishna Cancer Institute,Cuddalore,TN.","607109",CUDDALORE,TAMIL NADU,Private PMJAY,,
HOSP9P28741,Paid,Ramganj Gursahaiganj Kannauj 209722,"27.122920000157933","79.72196999961585",Dhyanendra Singh,"9839391726","2",Baba Hospital Ramganj Gursahaiganj Kannauj,"209722",KANNAUJ,UTTAR PRADESH,Private PMJAY,,
,Paid,"Meenakshi Medical College, Kancheepuram TN.","12.873309999856644","79.72257000030532",S.Gokulrajan (Accountant),"9444018238","2","Meenakshi Medical College, Kancheepuram TN.","631552",KANCHIPURAM,TAMIL NADU,Private PMJAY,,
HOSP9P33399,Paid,"By Pass, Ramganj ,Gursahaiganj, Kannauj","27.122430000044517","79.72261000035127",Manish Kumar Singh,"9559848646","2",Sewa Hospital And Maternity Center,"209722",KANNAUJ,UTTAR PRADESH,Private PMJAY,,
HOSP9P05260,Paid,"By Pass Road (Behind Thakkar Bapa College),Kalpi","26.10252000029783","79.72380999993163",Manoj Kumar,"9415726054","2",Shri Narayan Netralaya,"285204",JALAUN,UTTAR PRADESH,Private PMJAY,,
HOSP9P08366,Paid,Dixit Netra Chikitsalaya Gurshaiganj,"27.115599999840185","79.73583999981622",Sudhir Dixit,"9839510355","2",Dixit Netra Chikitsalay,"209722",KANNAUJ,UTTAR PRADESH,Private PMJAY,,
HOSP34P02425,Paid,"Osudu Agaram Village Kudapakkam Villianur Commune Pudhucherry,","11.938470000290351","79.73595000039228",Dr.Sivakumar,"9943439428","2",Sri Lakshmi Narayana Institute Of Medical Sciences,"605502",PUDUCHERRY,PUDUCHERRY,Private PMJAY,,
HOSP9P15506,Paid,"Mustafa Nagar, Near Galla Mandi Alampur , Kalpi","26.11262000021287","79.73811999973827",Aftab Alam Khan,"8009323017","2",Kilkari Medical Center,"285204",JALAUN,UTTAR PRADESH,Private PMJAY,,
,Paid,23-189,"16.05339999981021","79.7390999999651",DrD.MaryPradeepa,"8333814073","2",VENNELA NETHRALAYAM,"522647",GUNTUR,ANDHRA PRADESH,Private PMJAY,,
HOSP27P121626,Paid,Bhandara Bhandara,"21.377680000032","79.73911000042625",Sanjay Bhure,"9422132688","2","Bhure hospital,Tumsar","441912",BHANDARA,MAHARASHTRA,Private PMJAY,,
,Paid,30-211,"16.049499999825173","79.74180000036978",SRI KRISHNA CHAITANYA K,"9741902668","2",TIRUMALA NURSING HOME,"522001",GUNTUR,ANDHRA PRADESH,Private PMJAY,,
,Paid,23-194,"16.05684000016595","79.74533000037928",MAHESH TIPPISETTY,"9963008666","2",NIMSTWENTYFOURTHEHITECHMULTI SPECIALITYHOSPITAL,"522647",GUNTUR,ANDHRA PRADESH,Private PMJAY,,
HOSP23P114168,Paid,"Plot No 4,5,6 Sanchi Road ,Sheetal Garden Raisen Mp","23.62023999957637","79.74683999986615",drDR S.B. KULKARNI,"8319624639","2",Sheela Devi Multispeciality Hospital,"464551",DAMOH,MADHYA PRADESH,Private PMJAY,,
HOSP27P121670,Paid,Bhandara Bhandara,"21.38342000033282","79.74968999999356",Arundhati Karemore,"9730776521","2",Tumsar City Multispeciality Hospital,"441912",BHANDARA,MAHARASHTRA,Private PMJAY,,
,Paid,"Subha Anandham Medical Centre,Cuddalore,TN.","11.757906291742017","79.75728749512189",Dr.Natarajan,"9715513432","2","Subha Anandham Medical Centre,Cuddalore,TN.","607001",CUDDALORE,TAMIL NADU,Private PMJAY,,
,Paid,"KRISHNA HOSPITAL, Cuddalore TN.","11.757660999855318","79.76139099999472",Dr.K.Krishna moorthy,"9367613974","2","KRISHNA HOSPITAL, Cuddalore TN.","607001",CUDDALORE,TAMIL NADU,Private PMJAY,,
,Paid,"Kannan Hospital, Cuddalore TN.","11.761900000184937","79.76169999985518",Dr.Soundharajan,"9443373374","2","Kannan Hospital, Cuddalore TN.","607001",CUDDALORE,TAMIL NADU,Private PMJAY,,
HOSP34P06345,Paid,"SBV Campus,  Pondicherry - Cuddalore Rd,   (Landmark: Near Vels Restaurant),   ECR, Pillayarkuppam,   Puducherry 607403","11.812200000429698","79.77805000020743",Dr. Swati Jayant Pawar,"9221029269","2",Mahatma Gandhi Medical College And Research Institute,"607403",PUDUCHERRY,PUDUCHERRY,Private PMJAY,,
HOSP34P07111,Paid,"No.1, Paris Nagar . Moolakulam, Puducherry","11.931109999926605","79.77982999955492",J.Manojkumar,"9715809195","2",East Coast Hospitals Ltd,"605010",PUDUCHERRY,PUDUCHERRY,Private PMJAY,,
HOSP34P02434,Paid,"Puducherry - Cuddalore Main Road, Kirumampakkam, Puducherry.","11.83125999984918","79.77988999962383",Dr. D. Arunachalam,"9443203232","2",Aarupadai Veedu Medical College And Hospital,"607403",PUDUCHERRY,PUDUCHERRY,Private PMJAY,,
HOSP9P25558,Paid,Durga Nagar Tirwa Kannauj,"26.95942999979468","79.78905000025736",Rahul Dwivedi,"7275905989","2",R S Hospital,"209732",KANNAUJ,UTTAR PRADESH,Private PMJAY,,
HOSP34P106952,Paid,"Cuddalore Main Road, Thavalakuppam, Puducherry","11.867799999570366","79.79043999960635",Dr. Dayakar Yadalla,"9786396129","2",Aravind Eye Hospital,"605007",PUDUCHERRY,PUDUCHERRY,Private PMJAY,,
HOSP9P29918,Paid,"221,Bagh Gulsher Khan,Pilibhit 262001","28.618130000199415","79.79800999976175",Sumit Sachan,"9457044444","2",Sachan Nursing Home P. Ltd,"262001",PILHIBHIT,UTTAR PRADESH,Private PMJAY,,
